,Title,Company,Rating,Location,Salary,Summary,Description,Link
82,Graduate Operations Specialist,Raylo,,Belfast,,"Our Graduate Programme is tailored to attract the strongest talent in the market and successful applicants will be involved in the full operations lifecycle,…","About RayloRaylo is a fast-growing fintech on a mission to change how people access and enjoy their tech. Starting in the multibillion-pound smartphone market, our innovative leasing model delivers a win-win for our customers and the planet. Great experience, lower prices, and significant carbon savings. We call it Seamless Circularity.We're #1 rated in our category by Trustpilot, and excited about a future world where fewer tech items are manufactured, and those that are, get an extended life through a managed cycle of refurb, reuse, and recycle.Raylo launched in 2019 with an experienced team across technology, risk, analytics, and operations. We're backed by leading global venture investors and entrepreneurs. We’re currently 25 people and we’ll be 60 by the end of year.We’re building a diverse team who embrace innovation, strive for excellence, and are motivated to deliver a smarter experience in a dynamic, start-up environment. Our culture is built on five core values which are the basis for how we behave, collaborate, and make decisions. We live our mission, walk in our customers’ shoes, focus and execute and are a deeply curious and gritty bunch.The Role...As a specialist in our Graduate Programme, you will join an innovative and dynamic business with impressive growth plans. Our Graduate Programme is tailored to attract the strongest talent in the market and successful applicants will be involved in the full operations lifecycle, from Customer Onboarding, Customer Success to Fulfilment and Logistics. This Programme will provide an excellent opportunity for successful applicants to develop their careers and gain invaluable industry experience.This is a unique development opportunity for high-performing recent graduates or ambitious professionals with c 1-2 years’ experience in a dynamic business environment.You will be the first point of contact for new and existing customers. As such, applicants must be motivated, proactive problem solvers focused on attention to detail and delivering an awesome experience to our customers.Finally, you’ll be looking at each of the processes you perform daily as a whole and use your experience to see how these could be improved, while operating in line with Raylo Policies and FCA requirements.What You'll Do...Acting as the first line support for new and existing customers, effectively communicating through various channelsIdentifying customers who are in difficult situations (including vulnerable customers) and effectively dealing with them in an empathetic way to find the right solutionReviewing referred applications in line with defined policy rules to identify possible fraudulent casesWorking with internal and external stakeholders to support management of fulfilment, delivery and reverse logistics processesAssisting in developing, improving and implementing key operational processesWhat We're Looking For...A driven, ambitious individual who’s eager to build their career at an exciting, fast-growing companyExcellent communication skills with a personable approachSomeone who is extremely organised and adaptable with great attention to detailA pro-active, ‘do-er’, who is curious to ask questions along the way – we love it when people get stuck in, but we love it even more when they let us know when they aren’t sureA problem solver with a focus on innovative thinking and the ability to contribute to fresh approaches to deliver the best service for our customerA team player who understands the importance of learning from others and building on ideas to achieve common goalsSomeone who loves working in a hands-on, face-paced environment where everybody is passionate about delivering a smarter customer experience.We’re not looking for you to meet every single point on this job description, please still get in touch if you think you’ve got what it takes! We'd love to have a chat and see if you could be a great fit.What you'll get in return...Opportunity to join a fast-growing, super ambitious startup with highly motivated individualsCompetitive salaryCompany share optionsHybrid working environment (post pandemic). 3 days in our London Bridge office and 2 days working remotely.Opportunity to attend industry events and conferences33 days total annual leave (including public holidays)Perkbox- Latest tech - Laptop of choice and a Raylo Refurbished phoneCareer progression opportunities and management training courseA fun and inspiring work environment featuring regular socialsRaylo is an equal opportunities employer and we are committed to building a diverse and inclusive work environment where we learn from each other. We welcome people of diverse backgrounds, experiences, abilities and perspectives and believe it adds value to our organisation. Working at Raylo is super fun and we’d love to tell you more about it.",https://uk.indeed.com/rc/clk?jk=0be4a2b51fb205b8&fccid=80fbc19122e4c351&vjs=3
83,Graduate Software Engineer,Weatherford,3.9,Loughborough LE12 6JX,,"Minimum 0-2+ years related commercial software development experience.Experience of software development as part of a degree course, placement or employment.","Overview:Weatherford is the leading wellbore and production solutions company. Operating in more than 80 countries, the Company answers the challenges of the energy industry with its global talent network of approximately 20,000 team members and 600 locations, which include service, research and development, training, and manufacturing facilities. Visit weatherford.com for more information or connect on LinkedIn, Facebook, Twitter, Instagram, or YouTube.We’re looking to the future with a clear vision and a strong mission.Our goal is to address the headwinds facing the industry, revolutionize the oilfield with digital technology, integrated solutions, and world-class talent.We accept every challenge for the benefit of our Company, our industry, and the world. Our technology leadership delivers solutions that rise to every occasion, supply the best outcomes in each operation, and give power to all customers.Weatherford offers competitive compensation, a comprehensive benefits program and opportunities for on-going training and career development. VEVRAA Federal Contractor – Priority Referral Requested.Weatherford is an Equal Opportunity Employer Females/ Minorities/ Veterans/Disabled and gives consideration for employment to qualified applicants without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.Responsibilities:Graduate Software EngineerWe have 2 New Opportunities for Graduate Software Engineers to be based in our Loughborough offices. You will be part of a team of 14 using C+ or C# in programming. This is an excellent opportunity for someone who wishes to develop there career as a Software Engineer working for a Global Oil and Gas Service Company who are industry leaders.Minimum 0-2+ years related commercial software development experience. Experience of software development as part of a degree course, placement or employment. Degree in a numerate discipline (Computer Science, Mathematics, Physics, Engineering, Electronics, etc.).Qualifications:Essential:Must have a degree in a numerate discipline (Computer Science, Mathematics, Physics, Engineering, Electronics, etc.)Degree result must be 2.1 or above OR the candidate must have very good A levelsGood C# and/or C++ skillsExperience of software development as part of a degree course, placement or employmentAttention to detail, team player, creative and original, enthusiastic, good work ethic, integrity and trustUK residentFlexibility to work additional hours if required, and to work outside normal office hours if required to collaborate with teams i nother time zonesWillingness to be part of an on-call rota providing 24/7/52 week per year coverDesirable:C++C#.NETWPFMS Visual StudioMS-SQLAgile / ScrumGood mathematics skillsElectronics skills",https://uk.indeed.com/rc/clk?jk=c1f58f71cf59933b&fccid=e764c38693822dfc&vjs=3
84,Ceridian Graduate Workforce Transformation Consultant,REPL Group,2.9,London,"£27,000 a year","Throughout the graduate consultant programme, we’ll review your progress, with regular salary increments to reflect your development and depth of experience.","Are you interested in looking at ways that we can better shape, source, and plan our customer's workforces to drive employee engagement and corporate success? Are you looking for a career in consultancy at the forefront of innovation?If you are, then we’re looking for you. REPL Group are looking for Graduates who are passionate about starting a career within our Workforce Transformation Practice (read more about what that involves here: https://www.replgroup.com/what-we-do/workforce-management). Ideally, you’ll have a background in Retail, Hospitality or any type of HR or People-based Admin and have used workforce planning systems in your role, but ultimately, you’ll have a strong desire to learn.As a Graduate Workforce Management Consultant, you’ll gain unlimited learning and development opportunities, supporting a variety of key activities across the delivery lifecycle of one of our many WFT projects. Working closely with one of our alliance Software Partners, Ceridian, you’ll be fully trained up as a specialist Workforce Management Consultant where you’ll be working with clients to define requirements and map functionality in order to drive improvements within our clients Workforce Management space.For 18 months, you’ll be part of our supportive graduate community which offers a combination of training and development opportunities as well as graduate days and socials. Throughout the graduate consultant programme, we’ll review your progress, with regular salary increments to reflect your development and depth of experience. On successful completion, you’ll become a Senior Consultant with all the additional responsibility and further opportunity to learn/grow that comes hand in hand with promotion.You’ll be expected to make an impact and influence colleagues and clients alike, and while teamwork is essential, you’ll also be accountable so there’s huge scope to make a real impact right from the start.What we’re looking forAcademic achievement - if you have a strong academic record, are passionate about pursuing a career in retail technology and are willing to learn then we want to hear from you.Interests outside of university – what makes you stand out from the crowd and why are you remarkable?Work experience – you’ll ideally have gained some level of work experience with retail sector exposure advantageous.Flexibility, ability to travel and full clean driving license – We have 4 UK offices including London and our Head Office in Warwickshire however travel is fundamental to the role (post-COVID); you’ll view this as an invaluable opportunity to develop your experience, increase your commerciality and exposure to different working environments.REPL is an equal opportunity employer, and we know the value of a diverse and inclusive workforce. We have very active communities for Women in Tech, Automation, and Innovation and we are also actively involved in the local community. As such, we particularly encourage applicants from a diverse range of backgrounds.",https://uk.indeed.com/rc/clk?jk=cc2afccb28bbd7bd&fccid=43469349756ba4a0&vjs=3
85,Financial Services Graduate,Punter Southall Aspire,,Oxford OX2,,"As a graduate trainee, your career with us will begin with a two-year programme offering experience and training in different areas.","Overview:PS Aspire have an exciting opportunity for a Financial Services Graduate looking to gain experience and knowledge.As a graduate trainee, your career with us will begin with a two-year programme offering experience and training in different areas. You’ll be expected to develop a good understanding of the employee benefits, savings and investment industry and PS Aspire over the two years.Starting in our Employee Benefits Consulting team, you’ll spend the first six months gaining an understanding of PS Aspire and our Group Health and Protection team. At the end of the first six months, you will split your time with the workplace pension consulting team as well. In year two, you will work within our Financial Planning division, gaining experience of our individual advice business.We are looking for candidates who demonstrate an ability to learn quickly and apply knowledge as well as having worked in an office environment before. Ideally you would have a minimum of a 2:1 honours degree level, 300 UCAS points (old scheme) or 120 UCAS points (new scheme) at A Level or equivalent qualifications.For full details on the role and to see if you meet the criteria please click here.We look forward to hearing from you!",https://uk.indeed.com/rc/clk?jk=06a0fe8b77fa85d2&fccid=a0e4bfcba9802c83&vjs=3
86,Graduate Software Developer,Micro Focus,3.6,Newbury RG14,,To join our team successful candidates will need to have good academic or industrial coding experience and a minimum of a 2:1 degree in a software related…,"Job Description:At Micro Focus we develop software and build careers.Talented software developers are at the heart of Micro Focus. Our 3 year graduate scheme places developers in an agile environment delivering innovative software solutions. Working alongside industry experts you’ll be learning on the job while being given the opportunity to expand into more diverse roles. We enjoy a great team spirit working in a relaxed, goal orientated atmosphere on a wide range of technologies and platforms. Based in Newbury, we collaborate with our Design Centres around the world to deliver high quality products to our extensive customer base. We recognize the importance of passion and talent and offer a package designed to attract and retain the best.To join our team successful candidates will need to have good academic or industrial coding experience and a minimum of a 2:1 degree in a software related discipline. Upon joining Micro Focus you will be immediately placed in one of our agile development teams and be expected to contribute from day one. Soft skills and non-technical training will be provided outside of the development team and a mentor will support your progress as your career develops. You will have the opportunity to work with different teams and explore various potential career paths.We code in a range of languages, and our products run on Windows, UNIX and Linux, both native and within the .NET and JVM environments. In the Core Technologies team, we specialize in all areas of the development of a compiled language, from parsing source through compiler optimizations to libraries to support users of the language at run time, including debugging. We use and understand modern technologies, leading our customers on their journeys to deploy their legacy applications in the latest environments.Examples of projects on the backlog for the next release are:Expanding our code analysis featuresSupporting application deployment to .NET CoreProviding increasingly advanced diagnostic facilities for production systemsMarket-leading innovations to both language and deployment environments (cloud, containers, docker etc)RequirementsMinimum 2:1 degree in Computer Science or similar subjectStrong academic or commercial coding experience in C#, C++, C or JavaA highly personable team player who is able to work effectively with colleagues and customersAn effective communicator who is able to explain complex technical issuesAwareness of Agile development methodology desirableMicro Focus is one of the world’s largest enterprise software providers, delivering the mission-critical software that keeps the digital world running. We combine pragmatism, discipline, and customer-centric innovation to deliver trusted, proven solutions that customers need in order to succeed in today’s rapidly evolving marketplace. That’s high tech without the drama.Job:EngineeringMicro Focus is proud to be an Equal Opportunity Employer. Prospective employees will receive consideration without discrimination because of race, colour, religion, creed, gender, national origin, age, disability, marital or veteran status, sexual orientation, genetic information, citizenship or any other legally protected status",https://uk.indeed.com/rc/clk?jk=90bab1f2bad21017&fccid=83cbd453678ade10&vjs=3
87,Associate (Graduate) - Qualifications,Interpath Advisory,,Manchester,,"Work alongside others in the team to provide support on financial or operational restructuring and/or insolvency assignments.Job Types: Full-time, Permanent.","Company descriptionWe are delighted to have launched our 2021 Graduate programme ‘JET’ (join, engage, thrive) offering both a traditional qualification route placement or a unique 6-12 month Fast Track Placement for those who want to step straight into client engagement.Interpath Advisory is the UK’s largest top-tier independent turnaround and restructuring business serving national and international markets. It has more than 40 Managing Directors and excess of 40 Directors leading a professional client-facing staff of over 550 across the country.The group advises companies, lenders, equity holders and a wide range of other stakeholders including Government, Regulators, and Pension Trustees to navigate the issues associated with economic disruption and to overcome financial and operational challenges.Born from the UK's leading Big 4 restructuring and turnaround practice, Interpath Advisory was formed to allow the very best professionals in the market do what they do best in an agile, independent and conflict-free setting.Job descriptionAs an associate on the qualifications pathway, you can expect real variety. You will be undertaking client-facing work, providing advice, and adding value at every stage – including some very high-profile deals. We will ensure that you have the support and guidance that comes from a collaborative environment, where fresh perspectives are encouraged, and questions are welcomed. Graduates are an important part of the team from the start, with real scope to play your part in shaping our future.At Interpath we offer 2 different training paths for our Graduates – Combined or Condensed. Both programmes take 3 years to complete; offering different routes to achieving success: -Our Combined Programme allows a blend of work experience and study towards your ACA qualification (both classroom and online learning) near your Interpath office, over a three-year training programme period.Our Condensed Programme provides the opportunity to concentrate the majority of your ACA studies into your first year with Interpath. After the first year, your primary focus will be gaining work experience with the team before concluding your studies in the final year of your training programme.Key Accountabilities: Work alongside others in the team to provide support on financial or operational restructuring and/or insolvency assignments.Support the team’s production of reports/output on advisory/restructuring projects and all aspects of insolvency assignments.Participating in marketing events, together with research and targeting of new client opportunities and development of client proposals. This will include the development of internal and external contacts.Desire to build wide advisory and insolvency skillsets and develop knowledge of all Interpath offerings.Opportunity to develop communication skills across a range of operational and financial staff at all levels. This is also often in challenging circumstances given the financial positions of the organisations we typically work with.Essential Education: Have a minimum 2.1 University degreeHave a minimum of 128 UCAS points* under the 2017 tariffAt Interpath we look at more than just academic results. We review both the written and video elements of the application to ensure that students have the best opportunity to demonstrate both academic and cultural fit to ensure realisation of their full potential.Essential Experience and Job Requirements: We will be considering your strengths and achievements alongside several other metrics, including technical background and/or experience, to ensure that you have the right skills to succeed at Interpath.Whilst you may apply to a specific office location, you will likely be required to work flexibly across the region, at Interpath offices, client sites and with varying levels of home working.Our ValuesEmbrace different: - From cultures to mindsets, we welcome them all. Our global presence means we’re inclusive by nature and we believe that people are equal, but not the same.Do the right thing:  - Our comfort zone is uncomfortable; we always make the right decision not what is simply easy or popular. Always consider how to implement these decisions, people will always remember how you made them feel.All hands on deck: - We stand shoulder to shoulder with colleagues and clients, be that physically or from afar. Our individual expertise may find them answers, but it is through teamwork that it is implemented.Passion drives success:  - The impossible is always possible, we push the boundaries of what is expected because we’re never satisfied with the status quo. Our clients expect a positive result when they engage with us, and it’s only by delivering this that we win.Do the right thing - Apply!How to Apply: Please submit a Covering Letter and CVVisit us at: www.interpathadvisory.com/careersReference ID: GQApplication deadline: 04/07/2021Expected start date: 06/09/2021Job Types: Full-time, PermanentEducation:Bachelor's (required)",https://uk.indeed.com/company/Interpath-Advisory/jobs/Associate-86024a0f87c9edfe?fccid=cbebdad22e81bfe7&vjs=3
88,Graduate Scheme  Finance/HR/IT/Marketing/Operations,Pareto Law,3.5,Crewe,"£25,000 a year","A competitive basic salary of £25,000.25 days’ holiday on top of bank holidays.","Role: Graduate Scheme – Finance/HR/IT/Marketing/OperationsSalary: £25,000Ref: J10851:NW:GJ:GCSSLocation: CreweSector: TechOur award winning, internationally renowned client need a number of ambitious, commercially astute graduates for the next intake of their graduate programme! They’re looking for graduates to join their dynamic office in a variety of departments – the scheme will enable rotation across differing arms of the business, allowing you the room to work out how and where you want to progress, based on your strengths and interests!An enviable package awaits successful candidates! A generous salary structure, lucrative incentive schemes and welcoming office atmosphere are a few select benefits offered by the company.You receive:A competitive basic salary of £25,000Fantastic, continuous training as part of your 12 month development programme and beyond – a large supportive network, learning as you earn with workshops, team projects and online courses. The company fully supports your skills developmentReal freedom to shape your career based on your strengths and interests – the flexibility to move between career streams based on your aspirations and business needs, with international roles a possibility down the lineRegular socials in a welcoming, inclusive environment25 days’ holiday on top of bank holidaysFree breakfast, birthday celebrations and special event days in the office – all to resume in the office once safe to do soDiscount platform for employeesInsurance optionsYou:Educated to degree levelExcellent interpersonal/communication skillsDriven and ambitiousCommercial acumenPareto Law values diversity and promotes equality. No terminology in this advert is intended to discriminate against any of the protected characteristics that fall under the Equality Act 2010. We encourage and welcome applications from all sections of society and are more than happy to discuss reasonable adjustments and/or additional arrangements as required to support your application.If you require this job specification or to apply in an alternate format, please visit the Pareto website.",https://uk.indeed.com/rc/clk?jk=4e092247c1b10c0c&fccid=57438535c8d8d07a&vjs=3
89,Graduate Management Accountant,Berkeley Group,3.3,London,,Job Purpose: To support to the Finance Team through assisting with the provision of a professional and timely accounting service in respect of payments of…,"Application Reference Number: 0402Function: FinanceLocation: Battersea, LondonPosition Type: PermanentApplication End Date: 09/07/2021Job Purpose: To support to the Finance Team through assisting with the provision of a professional and timely accounting service in respect of payments of invoices and expenses, and the production of accurate reporting and management of company accounts, while completing an accredited accountancy qualification.Responsibilities and Accountabilities:Assisting with the preparation of monthly board reportsAssisting in the preparation of weekly/monthly management information reportingSupporting the preparation, analysis and communication of the annual budget & monthly management accountsPreparation and posting of journalsCompleting the bank reconciliations for relevant bank accounts in a timely mannerAssisting with financial reporting obligations (e.g. VAT & CIS reporting)Maintenance of the Profit & Cashflow Forecast system (PCF) - database of current and future year costs, revenues and cash flowsProviding general administrative support to all areas of the Finance department to ensure effective, accurate and timely delivery of financial reporting to aid key strategic decisionsSupporting the Senior Finance Team in any ad-hoc projects and/or implementation of strategies to improve divisional performanceProviding support to Accounts Payable including assistance with processing invoices, staff expense claims and subcontractor valuationsLiaising with suppliers and staff to resolve invoice and expense claim queries in a timely mannerAssisting with ensuring all relevant documentation related to payment of invoices is accurate and attached, such as bank details and company addressesTechnical Competencies:Completion of an undergraduate degree, preferably in FinanceEagerness to complete an accredited accounting qualification (e.g. ACA)Experience using an accounting system preferred but not essentialOutstanding attention to detailIntermediate to advanced skills in Microsoft Excel preferredExperience working with Microsoft Word and Outlook preferredProfessional communication skills (written & verbal) with both internal & external stakeholdersGeneral organisation & coordination abilitiesAbility to deliver world-class customer service to allPerson Specification:Proactive, self-driven, results-oriented with a positive outlookKeen to deliver exceptional customer serviceFlexible and reliableCredible, and comfortable in dealing with a wide variety of stakeholdersReliable, tolerant, and determinedTeam playerEmpathic communicator, able to see things from the other person's point of viewWell-presented and business likePlease note our standard working hours are 8am until 5.00pm Monday to Friday.Our Culture & Values",https://uk.indeed.com/rc/clk?jk=69821e3544d0c962&fccid=bedd37d925033541&vjs=3
90,Graduate Software Developer,Micro Focus,3.6,Newbury RG14,,To join our team successful candidates will need to have good academic or industrial coding experience and a minimum of a 2:1 degree in a software related…,"Job Description:At Micro Focus we develop software and build careers.Talented software developers are at the heart of Micro Focus. Our 3 year graduate scheme places developers in an agile environment delivering innovative software solutions. Working alongside industry experts you’ll be learning on the job while being given the opportunity to expand into more diverse roles. We enjoy a great team spirit working in a relaxed, goal orientated atmosphere on a wide range of technologies and platforms. Based in Newbury, we collaborate with our Design Centres around the world to deliver high quality products to our extensive customer base. We recognize the importance of passion and talent and offer a package designed to attract and retain the best.To join our team successful candidates will need to have good academic or industrial coding experience and a minimum of a 2:1 degree in a software related discipline. Upon joining Micro Focus you will be immediately placed in one of our agile development teams and be expected to contribute from day one. Soft skills and non-technical training will be provided outside of the development team and a mentor will support your progress as your career develops. You will have the opportunity to work with different teams and explore various potential career paths.We code in a range of languages, and our products run on Windows, UNIX and Linux, both native and within the .NET and JVM environments. In the Core Technologies team, we specialize in all areas of the development of a compiled language, from parsing source through compiler optimizations to libraries to support users of the language at run time, including debugging. We use and understand modern technologies, leading our customers on their journeys to deploy their legacy applications in the latest environments.Examples of projects on the backlog for the next release are:Expanding our code analysis featuresSupporting application deployment to .NET CoreProviding increasingly advanced diagnostic facilities for production systemsMarket-leading innovations to both language and deployment environments (cloud, containers, docker etc)RequirementsMinimum 2:1 degree in Computer Science or similar subjectStrong academic or commercial coding experience in C#, C++, C or JavaA highly personable team player who is able to work effectively with colleagues and customersAn effective communicator who is able to explain complex technical issuesAwareness of Agile development methodology desirableMicro Focus is one of the world’s largest enterprise software providers, delivering the mission-critical software that keeps the digital world running. We combine pragmatism, discipline, and customer-centric innovation to deliver trusted, proven solutions that customers need in order to succeed in today’s rapidly evolving marketplace. That’s high tech without the drama.Job:EngineeringMicro Focus is proud to be an Equal Opportunity Employer. Prospective employees will receive consideration without discrimination because of race, colour, religion, creed, gender, national origin, age, disability, marital or veteran status, sexual orientation, genetic information, citizenship or any other legally protected status",https://uk.indeed.com/rc/clk?jk=90bab1f2bad21017&fccid=83cbd453678ade10&vjs=3
91,Associate (Graduate) - Qualifications,Interpath Advisory,,Manchester,,"Work alongside others in the team to provide support on financial or operational restructuring and/or insolvency assignments.Job Types: Full-time, Permanent.","Company descriptionWe are delighted to have launched our 2021 Graduate programme ‘JET’ (join, engage, thrive) offering both a traditional qualification route placement or a unique 6-12 month Fast Track Placement for those who want to step straight into client engagement.Interpath Advisory is the UK’s largest top-tier independent turnaround and restructuring business serving national and international markets. It has more than 40 Managing Directors and excess of 40 Directors leading a professional client-facing staff of over 550 across the country.The group advises companies, lenders, equity holders and a wide range of other stakeholders including Government, Regulators, and Pension Trustees to navigate the issues associated with economic disruption and to overcome financial and operational challenges.Born from the UK's leading Big 4 restructuring and turnaround practice, Interpath Advisory was formed to allow the very best professionals in the market do what they do best in an agile, independent and conflict-free setting.Job descriptionAs an associate on the qualifications pathway, you can expect real variety. You will be undertaking client-facing work, providing advice, and adding value at every stage – including some very high-profile deals. We will ensure that you have the support and guidance that comes from a collaborative environment, where fresh perspectives are encouraged, and questions are welcomed. Graduates are an important part of the team from the start, with real scope to play your part in shaping our future.At Interpath we offer 2 different training paths for our Graduates – Combined or Condensed. Both programmes take 3 years to complete; offering different routes to achieving success: -Our Combined Programme allows a blend of work experience and study towards your ACA qualification (both classroom and online learning) near your Interpath office, over a three-year training programme period.Our Condensed Programme provides the opportunity to concentrate the majority of your ACA studies into your first year with Interpath. After the first year, your primary focus will be gaining work experience with the team before concluding your studies in the final year of your training programme.Key Accountabilities: Work alongside others in the team to provide support on financial or operational restructuring and/or insolvency assignments.Support the team’s production of reports/output on advisory/restructuring projects and all aspects of insolvency assignments.Participating in marketing events, together with research and targeting of new client opportunities and development of client proposals. This will include the development of internal and external contacts.Desire to build wide advisory and insolvency skillsets and develop knowledge of all Interpath offerings.Opportunity to develop communication skills across a range of operational and financial staff at all levels. This is also often in challenging circumstances given the financial positions of the organisations we typically work with.Essential Education: Have a minimum 2.1 University degreeHave a minimum of 128 UCAS points* under the 2017 tariffAt Interpath we look at more than just academic results. We review both the written and video elements of the application to ensure that students have the best opportunity to demonstrate both academic and cultural fit to ensure realisation of their full potential.Essential Experience and Job Requirements: We will be considering your strengths and achievements alongside several other metrics, including technical background and/or experience, to ensure that you have the right skills to succeed at Interpath.Whilst you may apply to a specific office location, you will likely be required to work flexibly across the region, at Interpath offices, client sites and with varying levels of home working.Our ValuesEmbrace different: - From cultures to mindsets, we welcome them all. Our global presence means we’re inclusive by nature and we believe that people are equal, but not the same.Do the right thing:  - Our comfort zone is uncomfortable; we always make the right decision not what is simply easy or popular. Always consider how to implement these decisions, people will always remember how you made them feel.All hands on deck: - We stand shoulder to shoulder with colleagues and clients, be that physically or from afar. Our individual expertise may find them answers, but it is through teamwork that it is implemented.Passion drives success:  - The impossible is always possible, we push the boundaries of what is expected because we’re never satisfied with the status quo. Our clients expect a positive result when they engage with us, and it’s only by delivering this that we win.Do the right thing - Apply!How to Apply: Please submit a Covering Letter and CVVisit us at: www.interpathadvisory.com/careersReference ID: GQApplication deadline: 04/07/2021Expected start date: 06/09/2021Job Types: Full-time, PermanentEducation:Bachelor's (required)",https://uk.indeed.com/company/Interpath-Advisory/jobs/Associate-86024a0f87c9edfe?fccid=cbebdad22e81bfe7&vjs=3
92,Graduate Scheme  Finance/HR/IT/Marketing/Operations,Pareto Law,3.5,Crewe,"£25,000 a year","A competitive basic salary of £25,000.25 days’ holiday on top of bank holidays.","Role: Graduate Scheme – Finance/HR/IT/Marketing/OperationsSalary: £25,000Ref: J10851:NW:GJ:GCSSLocation: CreweSector: TechOur award winning, internationally renowned client need a number of ambitious, commercially astute graduates for the next intake of their graduate programme! They’re looking for graduates to join their dynamic office in a variety of departments – the scheme will enable rotation across differing arms of the business, allowing you the room to work out how and where you want to progress, based on your strengths and interests!An enviable package awaits successful candidates! A generous salary structure, lucrative incentive schemes and welcoming office atmosphere are a few select benefits offered by the company.You receive:A competitive basic salary of £25,000Fantastic, continuous training as part of your 12 month development programme and beyond – a large supportive network, learning as you earn with workshops, team projects and online courses. The company fully supports your skills developmentReal freedom to shape your career based on your strengths and interests – the flexibility to move between career streams based on your aspirations and business needs, with international roles a possibility down the lineRegular socials in a welcoming, inclusive environment25 days’ holiday on top of bank holidaysFree breakfast, birthday celebrations and special event days in the office – all to resume in the office once safe to do soDiscount platform for employeesInsurance optionsYou:Educated to degree levelExcellent interpersonal/communication skillsDriven and ambitiousCommercial acumenPareto Law values diversity and promotes equality. No terminology in this advert is intended to discriminate against any of the protected characteristics that fall under the Equality Act 2010. We encourage and welcome applications from all sections of society and are more than happy to discuss reasonable adjustments and/or additional arrangements as required to support your application.If you require this job specification or to apply in an alternate format, please visit the Pareto website.",https://uk.indeed.com/rc/clk?jk=4e092247c1b10c0c&fccid=57438535c8d8d07a&vjs=3
93,Graduate Management Accountant,Berkeley Group,3.3,London,,Job Purpose: To support to the Finance Team through assisting with the provision of a professional and timely accounting service in respect of payments of…,"Application Reference Number: 0402Function: FinanceLocation: Battersea, LondonPosition Type: PermanentApplication End Date: 09/07/2021Job Purpose: To support to the Finance Team through assisting with the provision of a professional and timely accounting service in respect of payments of invoices and expenses, and the production of accurate reporting and management of company accounts, while completing an accredited accountancy qualification.Responsibilities and Accountabilities:Assisting with the preparation of monthly board reportsAssisting in the preparation of weekly/monthly management information reportingSupporting the preparation, analysis and communication of the annual budget & monthly management accountsPreparation and posting of journalsCompleting the bank reconciliations for relevant bank accounts in a timely mannerAssisting with financial reporting obligations (e.g. VAT & CIS reporting)Maintenance of the Profit & Cashflow Forecast system (PCF) - database of current and future year costs, revenues and cash flowsProviding general administrative support to all areas of the Finance department to ensure effective, accurate and timely delivery of financial reporting to aid key strategic decisionsSupporting the Senior Finance Team in any ad-hoc projects and/or implementation of strategies to improve divisional performanceProviding support to Accounts Payable including assistance with processing invoices, staff expense claims and subcontractor valuationsLiaising with suppliers and staff to resolve invoice and expense claim queries in a timely mannerAssisting with ensuring all relevant documentation related to payment of invoices is accurate and attached, such as bank details and company addressesTechnical Competencies:Completion of an undergraduate degree, preferably in FinanceEagerness to complete an accredited accounting qualification (e.g. ACA)Experience using an accounting system preferred but not essentialOutstanding attention to detailIntermediate to advanced skills in Microsoft Excel preferredExperience working with Microsoft Word and Outlook preferredProfessional communication skills (written & verbal) with both internal & external stakeholdersGeneral organisation & coordination abilitiesAbility to deliver world-class customer service to allPerson Specification:Proactive, self-driven, results-oriented with a positive outlookKeen to deliver exceptional customer serviceFlexible and reliableCredible, and comfortable in dealing with a wide variety of stakeholdersReliable, tolerant, and determinedTeam playerEmpathic communicator, able to see things from the other person's point of viewWell-presented and business likePlease note our standard working hours are 8am until 5.00pm Monday to Friday.Our Culture & Values",https://uk.indeed.com/rc/clk?jk=69821e3544d0c962&fccid=bedd37d925033541&vjs=3
